Street Nam,Number of,pm_tot,site_id,_Date,season,geometry,stv_mi,stv_ann,class_type,speed_type,swlk_cov,crossing_class,crossing_island,bus_stops,isect_dens,hh,zch,pop_dens,med_inc,job_dens,dist_CBD,Commercial Area,Retail Area,Park Area,swlk_len,sig_int,sig_dens,tstop_dens,walk_comm,holdout,stv_mi_em,swlk_len_em,bus_stops_em,sig_int_em,sig_dens_em,isect_dens_em,hh_em,zch_em,med_inc_em,pop_dens_em,walk_comm_em,job_dens_em,Commercial Area_em,Retail Area_em,Park Area_em,transit_stops_em,stv_mi_qm,swlk_len_qm,bus_stops_qm,sig_int_qm,sig_dens_qm,isect_dens_qm,hh_qm,zch_qm,med_inc_qm,pop_dens_qm,walk_comm_qm,job_dens_qm,Commercial Area_qm,Retail Area_qm,Park Area_qm,transit_stops_qm,stv_mi_hm,swlk_len_hm,bus_stops_hm,sig_int_hm,sig_dens_hm,isect_dens_hm,hh_hm,zch_hm,med_inc_hm,pop_dens_hm,walk_comm_hm,job_dens_hm,Commercial Area_hm,Retail Area_hm,Park Area_hm,transit_stops_hm
SE 124TH AVE - SE ASH ST,3,21,25,04-28-2022,spring,POINT (7680519.460497102 682701.304391221),0,0,res-res,20 mph-20 mph,0.89,unmarked,0,0,887.3949616747566,3.3661553608601404,0.5933362852475988,8669.394028404271,73293,3355.628915733416,35520.88549789341,0,0,0,0.05079676137873222,0,0,0,0.1637895600603319,0,47.32759215049559,0.4599150445584144,0,1,20.371832715762604,142.60282901033824,139.71162333465946,23.62850754247486,73604.47751140551,8256.408432562615,6.704016217885892,3093.7679619174323,168888.31857496226,72628.85430730149,0,0,310.28763759602293,2.2921518122520226,9,4,20.371832715762604,142.60282901033824,491.9515717469481,88.92818998889247,69521.7145472423,6897.259972134141,19.46348228571884,2521.7024160633778,783752.1530160558,528573.1361918527,0,9,1771.0764775225011,8.535296476419699,32,11,14.00563499208679,164.247901270836,1933.84166945297,381.4649350273039,62682.60153656583,6391.334821446565,57.38603119812914,2277.761476381307,1732367.3931924822,1725281.3589564865,266276.62097877136,32
NE 82ND AVE - NE THOMPSON ST,4,51,26,05-02-2022,spring,POINT (7669480.647010905 689358.2955390639),33.40130835139959,1763.5890809538985,pri-res,20 mph-30 mph,0.75,unmarked,0,1,887.3949616747566,2.305357447786805,0.1398904103324004,5439.481008050062,70010.96951093544,1042.9784204258997,25221.7791744557,302.17416482191373,8378.732566650766,0,0.05694974060658573,0,0,887.3970330986189,0.16407102179898095,0,829.4209719086357,0.9178433810257008,4,1,20.371832715762604,183.34649444186343,100.60305843569634,6.1459992782731305,69748.22979741903,5449.377755733798,7.1395683877733696,1032.513468299078,76229.45647942161,19093.934605063645,0,4,2443.4719742577804,2.5026595432470744,9,1,5.092958178940651,168.06761990504148,404.494104041369,27.240131386325267,74439.72384494384,5383.509826664736,28.564424366829684,1000.303661120828,81886.61716336923,19093.934605063645,0,9,10517.15529913045,9.960619204586171,26,8,10.185916357881302,193.53241079974472,1639.259644126771,121.9643406666368,84170.9874685722,5465.539273714388,105.45747805060714,1191.219860957903,81886.61716336923,112838.412392561,788806.5352609149,26
SE 82ND AVE - SE HAWTHORNE BLVD,4,15,27,05-02-2022,spring,POINT (7669290.613232894 679698.2187098371),11.422782097013698,603.1228947223233,pri-res,20 mph-30 mph,0.76,unmarked,1,1,1774.7899233495132,4.312306379642706,0.2582011831428793,8001.170321671671,90686.5115020453,560.4029536337017,24547.121008163795,9307.644176261396,0,0,0.05780485485855567,0,0,887.3970330986189,0.10313023321505438,0,249.89724387329,0.8386736544767576,4,0,0,285.2056580206765,176.21569826416714,11.01574624417858,90039.94235508631,7774.732119803669,4.473000098439457,696.9030386367364,228775.2124105641,42031.25306448878,0,4,2439.224934939987,3.1831391902791712,6,1,5.092958178940651,229.1831180523293,706.1446414365599,39.090814172072506,92056.55555218674,8107.068105420814,17.8456683322086,924.0098591857644,369670.7802523028,124236.82217599243,22368.060752590245,6,13089.600363421509,14.515603646810352,24,5,6.366197723675814,222.81692032865348,2391.898569981187,174.6707549780199,88239.811268111,7319.497104599955,71.37521080487636,1147.6924194944636,704014.8098656157,338411.26099239074,436142.9764686737,24
NE 82ND AVE - NE TILLAMOOK ST,4,55,28,05-03-2022,spring,POINT (7669459.87658873 688813.8667868844),76.42778436114688,4035.387014268555,pri-res,20 mph-30 mph,0.87,signalized,0,2,887.3949616747566,2.305536744140644,0.1399420939228285,5439.9058887459705,69999.65567054236,1039.373735537227,25075.9757952203,5479.698312659046,0,0,0.06614997092894792,1,887.3970330986189,1774.7940661972375,0.16406375343083063,1,603.8349483558917,0.9335779704564732,5,1,20.371832715762604,162.97466172610083,100.50236058146548,6.116972326283488,69893.73199463772,5443.899669041207,7.143650506905755,1031.9672823943329,76229.45647942161,19093.934605063645,0,5,2360.8051286527234,2.747631072793552,8,3,15.278874536821952,198.62536897868537,405.29574109181794,24.390142614765775,70039.06838758496,5547.936444962479,27.886171461504446,1096.10497298711,76229.45647942161,19093.934605063645,0,8,9779.12997450275,9.933868182612752,27,8,10.185916357881302,196.07888988921505,1718.9311022644815,126.96070834578023,81495.16185391012,5675.67545816429,100.26836136619931,1302.8237837005183,121982.25617017188,19093.934605063645,725633.0565732938,27
SE 82ND AVE - SE FLAVEL ST,4,148,29,05-03-2022,spring,POINT (7668794.917048318 663822.7304749566),11.11405819698991,586.8222728010672,pri-ter,25 mph-30 mph,1,signalized,0,2,887.3949616747566,3.2238565284037652,0.36340663400689466,8029.940782814861,57387.407737953166,1057.3156579606823,30702.959208609587,3640.006649707236,4859.369124026581,0,0.07568510716871076,1,887.3970330986189,1774.7940661972375,0.26036077784102174,0,86.92310576012277,0.723224109829864,6,1,20.371832715762604,142.60282901033824,140.77199433141993,16.267212291900794,58385.820884765926,8012.491261339132,11.37670421313734,1041.0437080074832,35776.743454945485,198990.91534013965,0,6,687.1852379514725,2.2247669443184743,11,1,5.092958178940651,168.06761990504148,574.188469386117,67.08876383873147,60276.276346556304,8015.639818591076,44.15690574055466,986.0132824082904,154257.73413269888,519211.93897700135,16029.69848595124,11,2908.040947176367,6.69071741798082,22,2,2.5464790894703255,161.70142218136567,2431.514568327501,267.76907326947554,62077.42716047341,8317.102315464645,141.71065229925367,898.4933738123862,194988.625681209,900255.3475010544,446244.6165909645,22
SE 82ND AVE - SE DUKE ST,4,86,30,05-04-2022,spring,POINT (7668856.803272105 666449.4663075417),13.161428819134978,694.9234416503268,pri-res,20 mph-30 mph,1,signalized,0,2,887.3949616747566,4.156460144305281,0.27426484476126606,9941.763733390451,71127.09111869849,496.63067349606416,29166.794348315983,0,8192.650716009577,0,0.07568399987238823,1,887.3970330986189,1774.7940661972375,0.2106845353294946,1,135.33582860804717,1.192864662182605,5,1,20.371832715762604,325.94932345220167,181.09238892770887,11.93908503003548,71123.26980448674,9951.081532220303,9.171239790354935,497.9989476404723,0,152384.89018080686,0,5,565.1888867265201,4.62201272646582,11,2,10.185916357881302,254.64790894703253,695.5071563318969,50.883561251228144,66131.42728352986,9541.157010850546,36.677477757408234,651.7262732084807,0,309575.44448257994,0,11,3377.6293477100685,16.942370843807332,31,6,7.639437268410976,253.37466940229737,2718.3489186870015,224.88277088863023,72990.21560321827,9193.111846906306,142.51342862795917,1135.1503345975343,228688.49412500087,825477.2868372326,355188.22041594534,31
NE 82ND AVE - NE WASCO ST,4,68,31,05-05-2022,spring,POINT (7669397.962028759 687057.1707859075),28.890374646740938,1525.4117813479213,pri-res,20 mph-30 mph,1,signalized,0,1,887.3949616747566,3.1469857087213713,0.24326634240493897,8047.075521588306,79285.93494482258,2404.949704730277,24686.81382361814,0,0,0,0.07569872934080565,1,887.3970330986189,887.3970330986189,0.10879140995104024,0,421.9820144207355,1.0652234272345036,7,3,61.11549814728781,325.94932345220167,145.98388838417773,12.295373357869366,75977.55188477716,7879.587323996602,4.757383502045763,2110.138500614048,0,0,0,7,1356.1348781339343,3.896765854465056,15,5,25.464790894703256,285.2056580206765,593.6386109055921,51.76679192404387,72531.0004815514,7562.326212300015,20.027252626953423,1781.6731058171172,0,0,35638.147362132935,15,8737.329247092859,13.035984228402029,37,8,10.185916357881302,249.55495076809189,2343.7142029931492,205.9887308293421,73603.86107366845,7062.332457193117,83.91755804969542,1592.7667531953423,182942.78065969716,143717.546195718,566562.1992730908,37
SE 82ND AVE - SE WOODSTOCK BLVD,4,58,32,05-05-2022,spring,POINT (7668905.337486431 667762.4970232575),16.35465272080854,863.525663658691,pri-sec,25 mph-30 mph,1,signalized,0,2,887.3949616747566,4.174891727878024,0.30029018683471476,9903.877769441777,71929.19081364547,1956.169847932929,28473.368631831996,3037.637259964994,3472.4699145255427,0,0.07570272691664687,1,887.3970330986189,1774.7940661972375,0.15987117702981274,1,135.69705566266666,1.3459024259326118,5,1,20.371832715762604,244.46199258915124,181.7109866629008,13.022254880410122,71536.7318408895,9908.526758196746,6.983786599655002,1933.3731441732969,57747.158680452354,116136.45188100588,0,5,741.0681930979986,5.4008073034215505,12,3,15.278874536821952,264.83382530491383,726.4344556699962,49.531949658264814,73082.22791760287,9831.401402988118,26.26912306929144,1892.2030937687612,143213.62027187028,503966.95030305255,24746.735454933332,12,4297.989833193115,19.60641818401855,42,8,10.185916357881302,276.2929812075303,2775.802051943317,174.31970961980926,83634.57346202455,9273.979123388475,93.1345797483,1448.202319823621,420429.87928149645,1552563.9625355513,618413.5897317936,42
NE 82ND AVE - NE BEECH ST,4,24,33,05-09-2022,spring,POINT (7669638.683571011 693312.9159145193),26.74771143185874,1412.2791636021414,pri-res,20 mph-30 mph,0.87,unmarked,0,2,887.3949616747566,3.70922490880461,0.15312963745340652,7504.262844667878,81929.35144241122,1882.3459398049736,26598.557190888107,0,0,0,0.0658409920360936,0,0,1774.7940661972375,0.1640351709129803,0,390.4567604815243,1.078877546049133,6,1,20.371832715762604,183.34649444186343,161.6122812822,6.7719333945941775,82033.0886238915,7503.933378184941,7.141606328195941,1878.78066184388,0,30413.14025798124,0,6,1415.0158192278154,4.15373494483335,19,2,10.185916357881302,208.8112853365667,644.4435337324152,36.289206373342374,85536.36942938188,7566.116667998776,25.62660308333617,1661.1955532228371,840.5733065206155,161472.21775298164,0,19,7774.882170959208,14.713477273877604,44,7,8.91267681314614,189.71269216553924,2287.8510605006995,185.00529256932631,88201.75623763168,6789.563786253908,83.02501013470611,1226.5733186700786,89628.28941565802,256158.23276157508,642556.003495928,44
SE 82ND AVE - SE RHONE ST,4,77,34,05-09-2022,spring,POINT (7669122.710013844 673601.5529128772),11.259809141436428,594.5179226678433,pri-res,20 mph-30 mph,1,unmarked,0,1,887.3949616747566,2.656929788017278,0.7260675078623889,5807.376985428015,59571.97256818461,3022.098063318422,25976.314782843147,2624.589894025935,8008.53015890261,0,0.0756796407084205,0,0,887.3970330986189,0.1562891816156885,1,108.00235622920968,1.2350899353010356,3,1,20.371832715762604,224.09015987338864,115.6566810226152,31.642342214127194,59475.35326816683,5798.4964906528,6.8109972182085645,3091.693481105463,13959.470622680576,407850.8447681581,0,3,516.32078784068,3.3568301262410585,12,5,25.464790894703256,234.2760762312699,504.1287766206278,116.16543749270276,66158.88656350439,6491.089824587381,25.796730179717656,3250.4386241969423,41954.99773771442,1654132.7430402243,95229.46641259373,12,3160.689738547439,11.995457254476346,31,12,15.278874536821952,185.89297353133375,2321.4885780552177,367.086205564321,76118.92216486367,7450.7555604416675,90.69593963189556,2858.018797353971,156687.31049715477,3583182.657463981,193807.4529662015,31
NE 82ND AVE - NE MULTNOMAH ST,4,58,35,05-10-2022,spring,POINT (7669389.002127684 686763.4209106965),40.228870618712946,2124.0843686680437,pri-ter,25 mph-30 mph,0.98,signalized,0,1,1774.7899233495132,3.937590475315993,0.38776721328263863,8431.75547375648,72331.99446957669,1894.0102691059217,24634.709465725275,0,0,0,0.07421417988849553,1,887.3970330986189,887.3970330986189,0.108255303225461,0,423.0506406100332,1.1893773217734536,5,2,40.74366543152521,244.46199258915124,172.55440300606082,17.1626918668873,72076.06322527249,8437.817359226285,4.749758114017241,1881.249473914746,0,0,0,5,1439.4930050770834,4.031571489998823,12,5,25.464790894703256,269.9267834838545,652.6952087419961,62.02439410846928,71580.67756448736,7959.195205505701,19.31390607093536,1752.5839044248034,0,0,163524.95367337365,12,8087.802410019795,13.479754179311074,37,9,11.459155902616464,255.92114849176772,2390.47115108698,209.3350106701468,75419.82975135802,7192.732509084317,81.5412663579491,1671.459025748287,182942.78065969716,154895.6569048003,511383.33230012713,37
SE 82ND AVE - SE FOSTER RD,4,205,36,05-10-2022,spring,POINT (7668952.17719701 668976.6457946023),15.915627646432752,840.3451397316494,pri-sec,25 mph-30 mph,1,signalized,0,0,887.3949616747566,3.983287601698548,0.31952392520963374,8844.94629921255,93838.53410177804,2765.4357002750285,27873.606927063494,0,10719.175216963771,0,0.07567889621381967,1,887.3970330986189,0,0.06828630990024964,1,163.3937757970749,1.2218210342136475,7,1,20.371832715762604,325.94932345220167,173.75247651546053,13.869158011675816,93901.91047056092,8877.752719299999,3.074402903072075,2766.966866273747,103351.3354044919,677191.7363481236,0,7,699.682587219265,4.770705806692958,19,2,10.185916357881302,269.9267834838545,695.0878620164106,55.490401757637215,93096.68111085624,8902.61149165818,12.716736568458026,2726.179207341901,180543.1036240639,1225107.3137147585,20050.534812598828,19,4902.711899496135,19.51265897776552,39,7,8.91267681314614,257.19438803650286,2691.202357206656,156.99188258012535,90366.617383603,8833.476199134955,52.12324675286404,1716.2781547993998,390987.7224645,1869266.1564654824,1119815.468035507,39
SE 82ND AVE - SE HOLGATE BLVD,4,215,37,05-11-2022,spring,POINT (7669057.361108489 671694.3351075406),28.78637243460599,1519.9204645471962,pri-sec,25 mph-30 mph,1,signalized,0,1,887.3949616747566,3.1370231159335,0.546401296522489,6997.199607910642,76643.33324852904,2448.48599411397,26682.75140607669,0,4854.33815996271,0,0.07565868330544616,1,887.3970330986189,887.3970330986189,0.08932309493722387,0,244.681361306045,0.9683148188850644,4,2,40.74366543152521,101.85916357881302,135.95759533622552,23.39179091830448,76627.91598477721,6959.126574039997,3.9117669163697415,2520.812825842344,81699.57842201192,523970.23966361326,0,4,711.9791394588052,3.545619500937024,13,3,15.278874536821952,152.78874536821954,543.8503683583608,93.3037880464505,76681.77035364574,6960.471177416534,15.620746145756934,2528.686833996983,101885.22334960656,1843820.3914260236,0,13,3992.227122896132,14.862375348993153,31,10,12.732395447351628,198.62536897868537,2250.4673944227484,318.7037863373983,78535.8241964567,7001.016023599006,62.64166801806223,2313.624950480765,144161.18255176072,3765179.8649658193,1400767.1419858246,31
SE 82ND AVE - SE BOISE ST,4,60,38,05-12-2022,spring,POINT (7669082.393292606 672357.3111151387),11.97014004324332,632.0233942832473,pri-res,20 mph-30 mph,0.75,signalized,0,1,887.3949616747566,2.6561786180323597,0.7262083068843177,5803.701571895755,59532.061157103155,3054.4033773856117,26425.844571677793,5324.20401464381,6550.817262095414,0,0.05676170663735434,1,887.3970330986189,887.3970330986189,0.15631802591831123,1,115.17372432599558,0.7944581077500853,6,1,20.371832715762604,162.97466172610083,115.64394195809746,31.644730019630703,59459.79619097517,5797.065559747716,6.811486387690026,3096.591531391578,68722.99004353806,757647.8124619846,0,6,689.3364261982472,3.11992279804913,12,3,15.278874536821952,142.60282901033824,493.83106408033126,113.75843221142011,66752.6983676838,6243.680813643251,22.76800224718784,2878.906291995988,105165.55094638404,2192808.55054373,16924.971847730892,12,3427.0988169539733,14.247522555658064,33,11,14.00563499208679,210.08452488130183,2253.428500143268,347.69529577851864,77051.90966967301,7059.666073191317,74.98045375694593,2509.184453299788,144161.18255176072,3607026.065455127,836318.0178578221,33
SE 82ND AVE - SE SALMON ST,3,11,39,05-16-2022,spring,POINT (7669288.5956966635 680408.8788462727),8.79079790561488,464.1541294164657,pri-res,20 mph-30 mph,1,unmarked,1,1,887.3949616747566,4.666513663222241,0.20039106989887573,10517.508014283749,115275.13020765896,1065.7545192405707,24452.25179787776,13429.657784098885,0,0,0.05658495583167939,0,0,887.3970330986189,0.10266086774333964,1,183.3675654273301,0.9387608213229468,4,0,0,203.71832715762605,199.36203262010036,9.435825500846825,108727.02628620832,9825.52278632142,4.467514036582059,916.3290233702749,331247.17842889973,0,0,4,2665.37829201721,4.22711552394938,6,1,5.092958178940651,249.55495076809189,728.39236782627,42.38609266953521,104751.08488591456,8953.21780951446,17.861494860074703,973.0686391797386,373055.0552335095,39272.58645498077,0,6,13552.681076031322,16.787052084297986,31,6,7.639437268410976,247.00847167862156,2425.2152481576272,174.61663556934994,93342.10390194129,7475.166099338313,72.06938304348546,1213.8272446358396,660204.4334312272,353120.8007136402,439385.19693241455,31
SE 82ND AVE - SE POWELL BLVD,4,329,40,05-17-2022,spring,POINT (7669149.278019073 674300.56121083),20.106057360051953,1061.599828610743,pri-pri,30 mph-30 mph,0.99,signalized,0,1,1774.7899233495132,3.3421670907108325,0.5571686685194369,7792.276227491315,76040.77716548563,3487.5427592994074,25750.420434152016,0,3023.94640442722,0,0.07513904812807501,4,3549.5881323944755,887.3970330986189,0.13136593226194748,0,150.77028289141464,0.93221210530496,5,4,81.48733086305042,264.83382530491383,144.64331620592316,24.34817899626903,75812.87693816976,7738.416132237266,5.811321320133988,3526.173812704442,12582.523975012698,507059.57425580465,0,5,521.1762636123727,3.319559722620416,13,6,30.557749073643905,264.83382530491383,578.3178402623239,97.46835464509569,75773.71097683819,7733.291469681158,23.248991648889824,3529.5979336935684,45040.90211831895,968159.7733229424,0,13,3470.0693432859825,10.958093725044284,26,12,15.278874536821952,187.1662130760689,2402.198705280205,354.1473163913804,78210.32621869209,7903.089670988985,92.96839959213786,2972.613450068602,156647.23692252435,3372869.7188716205,193170.5117323207,26
SW HOFFMAN AVE - SW BROADWAY DR,3,9,41,05-18-2022,spring,POINT (7641892.89622898 677657.0444327509),6.673452702481291,352.35830269101217,res-ter,20 mph-25 mph,0.17,signalized,0,0,887.3949616747566,1.8959884882988125,0.3533685037825502,2987.2497785363626,112372.02285196164,35893.23187624921,6264.737468537666,0,0,0,0.00966534678001754,1,887.3970330986189,0,0.20786336342175812,0,4241.21929176897,0.3275641297194497,3,4,81.48733086305042,264.83382530491383,85.18062631458609,10.906618006478976,106849.77761052146,3211.7200620908047,9.543153831176229,17130.999934625073,0,0,365000.83844229346,3,12191.034360306703,1.7852485416681922,10,16,81.48733086305042,285.2056580206765,411.0891175237079,88.9605586062237,96684.85931621716,4380.646000145068,72.42174620670392,15630.627259705016,188787.22132568585,0,593992.5623985153,10,32586.142488692007,8.690004882582384,39,53,67.48169587096362,264.83382530491383,2735.6013345947795,663.7403328087795,93648.1811572915,7514.597031002686,639.6985700404857,17315.759492890054,427643.6324749792,123116.03982615996,1185089.51903204,41
NW 23RD PL - NW VAUGHN ST,3,25,42,05-19-2022,spring,POINT (7638500.749087075 689514.5299179289),56.9078966318617,3004.736942162298,res-sec,20 mph-25 mph,1,unmarked,0,0,887.3949616747566,3.29300072064472,0.28728373683873165,5121.104195864031,106274.56293680253,10332.496032525163,8846.87165623084,7278.127260769318,1849.9807937021703,0,0.05691397119436484,0,0,0,0.5329160475198047,0,2847.112962230154,1.2133323652604964,7,2,40.74366543152521,285.2056580206765,171.3630694726673,18.11153380739034,107859.23699172864,6259.363514023864,27.131147459630515,10776.499347066592,136391.14606484535,74209.71929830634,0,7,13147.693358179646,4.513562835277383,11,4,20.371832715762604,239.3690344102106,937.3489527837518,138.79559194417067,109653.35706755178,8613.619849990819,149.37522373590207,11612.008328815891,240016.89658122143,74209.71929830634,0,11,52840.07704742216,15.762142812402312,34,11,14.00563499208679,208.8112853365667,3495.9856627497047,702.0981650846467,99596.57780048496,7502.261812688497,548.5649420556676,10510.451066983078,1072533.4547893207,127112.66993404336,236049.71057204675,37
SE 82ND AVE - SE ASH ST,4,42,43,05-23-2022,spring,POINT (7669283.0021341285 682938.9429567574),19.084401065207825,1007.6563762429732,pri-res,20 mph-30 mph,1,unmarked,1,2,887.3949616747566,3.7535511891413753,0.1483255830719128,7176.66019550369,85162.66339877415,2482.553619766968,24282.14338012985,0,2167.433976493137,0,0.07567862547371315,0,0,1774.7940661972375,0.10415934444882256,0,342.9454353238228,1.461366385919086,6,1,20.371832715762604,244.46199258915124,162.9871756675675,6.456785844800817,85433.70484035174,7168.163596934179,4.549134975878213,2453.7022885994147,0,197411.8745432943,0,6,2143.1206150165744,5.686863507642508,19,4,20.371832715762604,269.9267834838545,601.6794235951726,30.734167870231367,94896.80472000148,7146.843271941049,18.210548806091417,2346.2946684790036,221240.06556604744,441658.97789619473,0,19,11307.1634637422,19.052484466344943,49,9,11.459155902616464,262.2873462154435,2537.9078030853193,145.87796371056982,99014.08934411782,7797.055736772449,73.89607335991172,1877.1120724602551,433640.6973970665,558144.0115041545,284115.08940026764,49
SE 82ND AVE - SE STARK ST,4,84,44,05-24-2022,spring,POINT (7669262.282717083 682218.1327995583),36.680787377034115,1936.745573507401,pri-sec,20 mph-30 mph,1,signalized,0,1,887.3949616747566,3.4328660897375327,0.2218490390611899,7639.629142449654,100463.26160807798,2070.128924285773,24281.811363971858,3221.5791776978335,1767.5813994711154,0,0.07563426890354162,1,887.3970330986189,887.3970330986189,0.10386360110660316,1,483.2613184186346,1.5908447738990596,9,2,40.74366543152521,346.32115616796426,149.16398201269354,9.825385434429004,99930.92089832285,7624.640301578035,4.550419210447323,2019.3780358060296,138076.62281393516,96244.17065954636,0,9,2690.923603315233,5.773263325760019,16,3,15.278874536821952,264.83382530491383,607.3924416776204,38.586713389482256,100139.14761263038,7723.026125070145,18.20645647824388,1994.4752480502548,261846.82053372043,297887.3149363292,0,16,11707.874053158184,18.941361301790756,42,9,11.459155902616464,268.65354393911934,2488.650718535196,136.72920687310497,102552.82062444872,7727.143581149849,73.65976112915384,1720.975415383815,646845.8256437362,520232.5187360505,67783.41148788587,42
NE 9TH AVE - NE AINSWORTH ST,4,72,45,05-25-2022,spring,POINT (7649982.134081863 699935.4842671915),235.7311836939588,12446.606499041023,res-ter,20 mph-20 mph,0.98,unmarked,0,0,1774.7899233495132,2.7058529240140983,0,4310.209921964429,76382,2643.9604465710045,17327.07799523594,0,0,4527.306156852642,0.07459093748771806,0,0,0,0.05173607999608802,0,1893.346148711344,1.3517989934666343,0,0,0,305.5774907364391,129.72623610545156,2.156465549052056,87060.37398934031,5076.708455404964,2.2536236446339286,2132.259169944443,0,0,30555.987722522183,0,6357.341447779642,5.768516807156466,0,0,0,290.29861619961713,615.692706667292,37.08720088105676,92271.5716020407,6152.442384391357,9.016498136199118,1740.9332643470998,13406.80663130289,111003.11114256522,66081.65767252425,0,24053.54106933544,23.87346573595722,35,9,11.459155902616464,317.0366466390555,2951.533683855673,270.3477874802556,107731.6921198603,8565.92052482162,63.90467247182309,1831.305872551623,419352.2291197015,375989.8807005395,340732.8496642475,35
SE 82ND AVE - SE WASHINTON ST,4,43,46,05-25-2022,spring,POINT (7669266.742832296 681949.0467380835),18.680081528262736,986.3083046922724,pri-sec,30 mph-30 mph,1,signalized,0,1,887.3949616747566,3.0995248190128333,0.3071000741601544,8039.019893568741,116985.34523493526,1587.3375171553896,24299.305251741847,2677.220561433291,0,0,0.07569957841591989,1,887.3970330986189,887.3970330986189,0.10317601814755908,0,504.62581111620614,1.6217911479453226,8,2,40.74366543152521,346.32115616796426,141.96454327759298,11.59187760297671,108131.51924208774,7837.070157680987,4.542848241173367,1791.9168756158804,134926.69878001374,88443.16615103857,0,8,2972.410114843869,5.954490393744779,14,3,15.278874536821952,290.29861619961713,615.8846896272656,40.559388454656464,104501.43773118198,8045.436574652735,18.207793585066717,1833.8351220596137,315042.35467580653,216170.8072396546,0,14,11895.782304057046,18.669199989802713,41,9,11.459155902616464,275.0197416627951,2504.184946903141,144.0753884585295,101670.50844848344,7737.9651616984,73.55953166999414,1613.3031661412176,642643.0311955769,488191.24424158287,147667.32908457905,41
SE 111TH AVE - SE FOSTER RD,4,18,47,05-26-2022,spring,POINT (7676471.058690218 666319.9472820596),5.236099008132241,276.4660276293823,pri-sec,30 mph-35 mph,0.75,signalized,0,0,887.3949616747566,1.236882546997521,0.0378786367409971,3341.973385499609,86019.8643666649,826.2394165107573,35728.38610990409,0,1252.6843175577044,0,0.05673352296133115,1,887.3970330986189,0,0.03899670421352531,0,95.23440219694326,0.41624874239692033,2,1,20.371832715762604,20.371832715762604,54.07724312694073,1.7216794983469823,86124.86131114404,3350.061709031856,1.622978593947411,830.0787431769883,0,12940.878926786192,1297.2558058975194,2,678.075376531315,0.7666572512370049,5,1,5.092958178940651,30.557749073643905,209.65448017161032,6.709207203967505,86948.38733708434,3249.966373102985,6.291593955145584,850.9997008966833,0,12940.878926786192,100087.68358589492,5,1761.259072722261,3.8471220807455624,16,1,1.2732395447351628,90.40000767619657,847.0230595832652,34.62524239159286,85094.17631934157,3224.1276854844587,26.633905396537376,887.2884702040641,0,134572.4813819406,100087.68358589492,16
SE 82ND AVE - SE CENTER ST,4,91,48,05-26-2022,spring,POINT (7669098.595922073 672852.0155333045),11.58733760523911,611.811425556625,pri-res,20 mph-30 mph,0.88,unmarked,0,1,1774.7899233495132,2.6562568336450383,0.7261936461790416,5804.084274515699,59536.21798765374,3043.9008350770064,26241.12279983646,0,10883.283720856838,0,0.0662945143947857,0,0,887.3970330986189,0.1563150225038425,0,132.356111151228,1.0204991542623512,4,1,20.371832715762604,244.46199258915124,115.62741556151724,31.64782772124427,59439.60887659763,5795.209212165521,6.812120987572556,3094.9998723551994,38736.71719374899,664549.8798752024,0,4,575.9640682122914,3.0842581489255254,9,3,15.278874536821952,157.8817035471602,466.4144922061099,125.01564930660167,60396.90070173933,5850.680652330174,26.690185650815877,3070.5311728864817,115844.69397228712,2128924.2853131597,101646.8641106419,9,3101.279748488673,13.43440423347625,34,11,14.00563499208679,203.71832715762605,2273.780060619687,360.93096842932977,76405.50458925564,7174.772931926557,82.47362064549914,2664.992091781148,123393.0715668666,3431505.132343839,472132.7254875654,34
SE 82ND AVE - SE FRANCIS ST,4,100,49,06-07-2022,summer,POINT (7669105.997333084 673101.9236660923),13.064379788555334,689.7992528357216,pri-res,20 mph-30 mph,1.06,unmarked,0,1,1774.7899233495132,2.6572029630887033,0.7260163040288461,5808.713608794685,59586.48140079043,3027.965976726328,26150.150874626834,0,11007.339703987293,0,0.08051885325195081,0,0,887.3970330986189,0.1562786919201642,0,124.59776075554268,1.0915334446267415,4,0,0,244.46199258915124,115.6527828451772,31.64307288705227,59470.593137518386,5798.058623134277,6.81114690497968,3092.583607874525,12533.946769742302,574740.1232069478,0,4,495.2039329110393,3.109861412160273,10,5,25.464790894703256,173.16057808398213,466.4118797790405,125.62474813022004,60125.70390583952,5861.048004252299,27.109622621201034,3112.208509658616,81819.73644933643,1993140.5286966888,118090.73932297228,10,3050.2417991781067,12.902244259284394,35,10,12.732395447351628,194.8056503444799,2284.2212625331767,365.79934840287353,76065.82107420434,7236.608760816953,85.67833549032689,2736.048277139479,156687.31049715477,3424114.076067423,331841.2126626795,35
